Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-08 00:00:00-04:00,117.41639030878738,120.29810559810308,117.38042811878924,120.03191375732422,29082000,0.0,0.0
2022-07-11 00:00:00-04:00,118.51513699308194,118.659473477518,116.1023781411875,116.39005279541016,26718000,0.0,0.0
2022-07-12 00:00:00-04:00,116.70569356176796,117.715545968352,114.48471784959833,114.71895599365234,24970000,0.0,0.0
2022-07-13 00:00:00-04:00,112.51096846760227,115.02610411929774,111.69589408661369,112.05947875976562,38958000,0.0,0.0
2022-07-14 00:00:00-04:00,110.70002348558901,111.86020988521628,109.20123314807223,111.3133316040039,32366000,0.0,0.0
2022-07-15 00:00:00-04:00,112.83459318814732,113.87091996573825,111.69539428087803,112.6388168334961,34330000,0.0,0.0
2022-07-18 00:00:00-04:00,113.3110586644418,114.66951340374614,109.17576508532267,109.78507232666016,33354000,0.0,20.0
2022-07-19 00:00:00-04:00,111.60300121386545,114.6794944233794,110.37439598686669,114.48971557617188,30992300,0.0,0.0
2022-07-20 00:00:00-04:00,113.9303463184959,116.19777029220838,113.13126024560486,114.56961822509766,26780100,0.0,0.0
2022-07-21 00:00:00-04:00,114.95917931773322,115.07904566321855,111.78280117995878,114.90924072265625,27267800,0.0,0.0
2022-07-22 00:00:00-04:00,111.68290712488098,113.05135263823654,107.47769339611229,108.23683166503906,44455300,0.0,0.0
2022-07-25 00:00:00-04:00,108.75623457534185,110.45430677674256,106.88836506074006,108.08699798583984,28289900,0.0,0.0
2022-07-26 00:00:00-04:00,107.30788818181966,107.61753337645543,104.64092491136492,105.32015228271484,36626600,0.0,0.0
2022-07-27 00:00:00-04:00,109.47541771478447,114.26996467134765,108.29675869917149,113.47087097167969,41474600,0.0,0.0
2022-07-28 00:00:00-04:00,112.6717886289393,114.569622892319,111.72386219118219,114.45974731445312,23303800,0.0,0.0
2022-07-29 00:00:00-04:00,113.27110078358821,116.7671223656698,113.10129585000331,116.50741577148438,31336200,0.0,0.0
2022-08-01 00:00:00-04:00,115.3986782176235,116.98687486026351,114.55963668620791,115.34873962402344,22856200,0.0,0.0
2022-08-02 00:00:00-04:00,114.29993441424523,116.94692383832817,114.13012947227921,115.76826477050781,17911000,0.0,0.0
2022-08-03 00:00:00-04:00,116.20775996981676,119.28426095620392,116.01798111297681,118.64498901367188,25302800,0.0,0.0
2022-08-04 00:00:00-04:00,118.16553437909293,119.36416732063462,117.57620105465055,118.7348861694336,15757700,0.0,0.0
2022-08-05 00:00:00-04:00,116.79709007805867,118.72489661963036,116.57733892502111,118.08562469482422,15615700,0.0,0.0
2022-08-08 00:00:00-04:00,118.98460384314168,120.72262392150733,117.69606921963393,118.0057144165039,17061100,0.0,0.0
2022-08-09 00:00:00-04:00,117.85588071116325,118.06564109337496,116.42750586215011,117.36643981933594,15424300,0.0,0.0
2022-08-10 00:00:00-04:00,119.4540628396401,121.64157598677298,119.22432853968516,120.51286315917969,20497000,0.0,0.0
2022-08-11 00:00:00-04:00,121.9412406982363,122.2009396846614,119.41411761922922,119.68380737304688,16671600,0.0,0.0
2022-08-12 00:00:00-04:00,121.02228536380349,122.51058959960938,120.2631470951675,122.51058959960938,16121100,0.0,0.0
2022-08-15 00:00:00-04:00,122.07108931099083,123.11989887868705,121.43181737548618,122.74032592773438,15525000,0.0,0.0
2022-08-16 00:00:00-04:00,122.18096395322385,123.08792900433244,121.39686019083139,122.3707504272461,15626200,0.0,0.0
2022-08-17 00:00:00-04:00,120.79254240742586,122.01115688536352,120.06336882578823,120.18323516845703,17589200,0.0,0.0
2022-08-18 00:00:00-04:00,120.09334456203673,121.55168414630259,119.41411717559704,120.72262573242188,15652000,0.0,0.0
2022-08-19 00:00:00-04:00,119.73375150954509,119.86360100050219,117.5362475854357,117.9857406616211,20187000,0.0,0.0
2022-08-22 00:00:00-04:00,115.9680293501396,116.36757620029366,114.53965450482642,114.93920135498047,19316000,0.0,0.0
2022-08-23 00:00:00-04:00,114.19005617343264,115.79822675273705,114.17008225984684,114.63954162597656,14390700,0.0,0.0
2022-08-24 00:00:00-04:00,114.31990239843378,115.58546812164677,113.65066581194793,114.56961822509766,16051200,0.0,0.0
2022-08-25 00:00:00-04:00,115.01911849592435,117.64612641365201,114.9192336831416,117.56621551513672,14874700,0.0,0.0
2022-08-26 00:00:00-04:00,115.67836059358761,116.46746354412865,111.09358153572502,111.17349243164062,31698700,0.0,0.0
2022-08-29 00:00:00-04:00,110.65407902720361,111.83273806728158,109.68518037297987,110.2145767211914,20386100,0.0,0.0
2022-08-30 00:00:00-04:00,110.90379437969494,111.24341187488224,108.67633342001145,109.78507232666016,20548200,0.0,0.0
2022-08-31 00:00:00-04:00,111.5031090645988,111.6429493189841,108.92604750469684,109.02593231201172,25898000,0.0,0.0
2022-09-01 00:00:00-04:00,109.07587529824073,111.09358354258524,108.0670287967911,110.42434692382812,22784400,0.0,0.0
2022-09-02 00:00:00-04:00,111.2134375984183,111.54806351446963,108.00708727855135,108.55646514892578,20618100,0.0,0.0
2022-09-06 00:00:00-04:00,108.01208812292506,108.75623642513187,106.38893521468698,107.35783386230469,20565100,0.0,0.0
2022-09-07 00:00:00-04:00,107.63751405904691,110.86383833188911,107.4926746092861,110.35442352294922,22987200,0.0,0.0
2022-09-08 00:00:00-04:00,109.05589871381214,110.4543089004642,107.93716904034602,109.29562377929688,21660700,0.0,0.0
2022-09-09 00:00:00-04:00,109.92491710668749,111.87269763326324,109.8749708898121,111.65294647216797,21732900,0.0,0.0
2022-09-12 00:00:00-04:00,111.86270235043612,112.51196503999499,110.80390965777619,111.74284362792969,19732900,0.0,0.0
2022-09-13 00:00:00-04:00,108.76622482428533,109.24568256447533,104.88064717204543,105.19029235839844,33015000,0.0,0.0
2022-09-14 00:00:00-04:00,105.32015276659715,105.97939860670895,104.38121879052012,105.74966430664062,22115800,0.0,0.0
2022-09-15 00:00:00-04:00,104.89064508321023,106.08927808424299,103.19257277423726,103.78190612792969,26494900,0.0,0.0
2022-09-16 00:00:00-04:00,102.85296117784021,103.91175389853728,101.73923066763211,103.51220703125,64540100,0.0,0.0
2022-09-19 00:00:00-04:00,102.4234479433095,103.90176142100096,102.25364300424214,103.7319564819336,19738600,0.0,0.0
2022-09-20 00:00:00-04:00,102.76305822681184,103.05272951145191,101.00506422590472,101.7142562866211,24001700,0.0,0.0
2022-09-21 00:00:00-04:00,102.12378512472006,103.37236429210223,99.87634262343215,99.89632415771484,26596800,0.0,0.0
2022-09-22 00:00:00-04:00,99.33695876248328,101.56442742317313,99.29701093405428,100.4556884765625,21272700,0.0,0.0
2022-09-23 00:00:00-04:00,99.94626161212581,99.99620782654047,97.89859637340541,99.0572738647461,25657000,0.0,0.0
2022-09-26 00:00:00-04:00,98.49791561985298,100.32583738056412,98.26817369607947,98.69768524169922,22437900,0.0,0.0
2022-09-27 00:00:00-04:00,99.79643894241609,100.3458092013955,97.22935286882978,97.97850036621094,24225000,0.0,0.0
2022-09-28 00:00:00-04:00,97.9085788434617,101.28474172750259,97.68883531543315,100.62548828125,24617000,0.0,0.0
2022-09-29 00:00:00-04:00,99.18713170155495,99.18713170155495,96.41028524318861,97.97850036621094,21921500,0.0,0.0
2022-09-30 00:00:00-04:00,97.61891633541123,99.38091118389768,95.92084410647621,96.04071044921875,26277800,0.0,0.0
2022-10-03 00:00:00-04:00,97.1094961902924,99.85637040516781,96.9097189476861,99.1871337890625,24840000,0.0,0.0
2022-10-04 00:00:00-04:00,100.92515642122423,102.6032471976616,100.92515642122423,102.2936019897461,22580900,0.0,0.0
2022-10-05 00:00:00-04:00,100.57555346048645,102.62321876187157,99.62662870262471,102.10381317138672,18475500,0.0,0.0
2022-10-06 00:00:00-04:00,101.38463017994222,103.61209880696431,101.38463017994222,102.12378692626953,17156200,0.0,0.0
2022-10-07 00:00:00-04:00,100.53559952286325,101.30472096317807,99.0972338341758,99.45682525634766,24249900,0.0,0.0
2022-10-10 00:00:00-04:00,99.73650482759119,99.87634508813112,97.7587596452566,98.5978012084961,16529900,0.0,0.0
